Hour,GROUND_R5_Temp,GROUND_R5_Humidity,UPPER_R5_Temp,UPPER_R5_Humidity,District Heating Water Energy : HOT WATER LOOP DISTRICT HEATING,DistrictCooling:Facility : None,Electricity:Facility : None,Fans:Electricity : None,InteriorEquipment:Electricity : None,InteriorLights:Electricity : None,Pumps:Electricity : None,Water:Facility : None,Total Energy
294,21.53247179524224,58.092904293631555,20.412794099565307,42.396182964892574,503008964.1810831,58599867.80563603,82452026.0580094,8673228.299255883,49564201.322168,22142492.054821134,2072104.3817644161,0.2008317080966909,269654970.05358243
295,21.53192597136538,57.231694847963134,20.351053621706928,41.847121531910474,498240167.2072538,36569930.44221459,97109142.88811712,8673228.299255883,63870836.777960315,23039258.9947167,1525818.8161842115,0.6991918726329261,275379175.43793994
296,21.682620275749468,56.12660146709708,20.390559884405608,41.76931112065905,500036548.4256132,44889305.74876243,109673098.86203055,8673228.299255883,77345033.15809168,22142492.054821134,1512345.349861834,0.7438211410988574,291315050.25348914
297,21.686693565987813,55.55937890455299,20.386556747095963,42.31500198976371,501944714.39723396,74080080.42778443,110104412.99575412,8673228.299255883,80490464.82972063,18878146.32000185,2062573.54677575,0.7140682954549032,302112677.9374269
298,21.685159887122623,55.46354864439969,20.43449606567117,43.48125044116176,505583286.2742475,68605484.15077105,107660632.42946808,8673228.299255883,79732361.40723576,17084612.28171575,2170430.4412606796,0.62480975852304,299056889.23780763
299,21.685859554769284,58.03961342385912,20.49205998237077,46.09890030704272,506572682.1121851,82150884.31300084,107485573.0330384,8673228.299255883,79440250.40567827,17084612.28171575,2287482.0463885306,0.5653040672351313,303726761.84143376
300,21.685451305626614,58.781027687397575,20.578973481700427,47.62784424160534,507361072.60620576,94864972.84268476,108606588.3540839,8673228.299255883,80518290.7483117,17084612.28171575,2330457.024800585,0.4537308960703022,309348603.5037141
301,21.68614570720253,59.937566443172166,20.55796970206639,48.12636228943435,509662063.540998,105099234.43192105,106994355.8141628,8673228.299255883,79247091.02574714,16647577.676767655,2426458.8123921575,0.3942252047823942,311914788.4718025
302,21.667293723595932,61.893791218241226,20.620208497537632,48.87274024308562,503861531.4912152,112299350.36515567,104433299.06046726,8673228.299255883,76206129.37777792,17084612.28171575,2469329.101717726,0.3495959363164626,309820259.6792576
303,21.648717156742567,63.266810495307006,20.614597423389082,49.39439229655744,490740408.56133413,115134721.87883925,103312206.1642286,8673228.299255883,75128089.03514448,17084612.28171575,2426276.548112525,0.30496666785053084,305270582.97761977
304,21.65498058173412,63.04512644309417,20.723910518417643,48.3745594471197,470678882.37297034,122448329.09772182,109245351.07543363,8673228.299255883,78362210.0630448,19774913.4183924,2434999.2947405633,0.3495959363164626,306954421.56566435
305,21.686436283631448,61.943200455609826,20.81590419709957,47.37135730074559,472387867.59713286,121028790.05703841,130885772.51387148,8673228.299255883,93746885.8614706,26052282.314651314,2413376.038493691,0.40910162760437124,328691325.0652619
306,21.609013872314605,61.334908176210995,20.86709822953344,48.31386301411738,473020524.0253864,109948488.35606784,154414921.2257626,8673228.299255883,115076445.1502623,28419860.95108005,2245386.8251643195,0.5429894330021654,348737925.352914
307,21.532011606709982,61.24472698034651,20.950244860828246,48.77052142288277,469286387.799085,102991698.73743717,160207810.9401714,8673228.299255883,114684788.38251103,34697230.00583395,2152564.252570519,0.6396861813450169,350967173.1190121
308,21.529783882003134,61.15060981787459,20.94037932550268,48.32201686549352,475183399.43812764,95647914.3265721,155883346.672534,8673228.299255883,105914410.14066473,39181065.02230175,2114643.210311628,0.6099333357010631,346160451.2607672
309,21.529875785493726,60.971204165703654,20.879340526355435,47.16400554447181,483133977.8541002,88557587.36361228,151570165.05695984,8673228.299255883,101602248.77013095,39181065.02230175,2113622.9652712937,0.5578658558241428,342134020.12953067
310,21.530011854927263,60.70025720054455,20.84865563155381,45.74783282230107,487186219.6467195,84170403.1574987,137093478.9634186,8673228.299255883,96065991.55618495,30213394.989366166,2140864.118611618,0.4537308960703022,327545686.5648247
311,21.53026398949576,60.44933051126867,20.682689097613828,45.249499737245685,492342838.7124346,75792029.00253874,111793671.57591788,8673228.299255883,79749330.91590448,21245724.9564306,2125387.4043269646,0.3942252047823942,301171960.81424236
312,21.531466402369333,60.99921672030348,20.586785011200718,45.75044290526774,496367409.97724587,71602632.32038435,90276404.64884563,8673228.299255883,64510710.61825748,14968356.060171671,2124109.6711605955,0.21570813091866772,279599752.08138907
313,21.532415701767334,60.97798315106696,20.47344822783167,44.9861390936014,502091074.9301738,71131304.90742823,72992724.7111637,8673228.299255883,49884138.24231657,12278055.081989996,2157303.087601253,0.059505691287907315,264066851.32369775
314,21.531697304568684,60.00860242034767,20.282485951232378,44.86755832807648,504536326.894107,60968004.96542921,68560078.24751984,8673228.299255883,45571976.87178277,12278055.081989996,2036817.99449117,0.029752845643953606,257061522.20069855
315,21.532566514919424,58.45051411213057,20.198858912660366,44.477263052649526,505268747.2466585,58116053.888581365,66376122.40720254,8673228.299255883,43415896.1865159,12278055.081989996,2008942.8394407718,0.007438211410988301,254171056.11894917
316,21.532718092280366,56.642972460375944,20.133500018520753,44.13222581852281,505997195.7789805,57402540.6502793,65296178.59267994,8673228.299255883,42337855.84388244,12278055.081989996,2007039.3675516166,0.007438211410988301,253096090.73576653
317,21.531566961039754,56.05396045206041,19.97412565940896,43.446915572734554,505316569.57796454,49987428.619721144,69428822.27774781,8673228.299255883,42949903.765588544,15865123.000067241,1940567.2128361422,0.029752845643953606,254530155.0103097
318,21.532247825327676,55.097386286897425,19.930272333424337,42.36419455812323,502971605.2071418,31220739.169911414,81883934.51717058,8673228.299255883,49564201.322168,22142492.054821134,1504012.8409256013,0.2008317080966909,259948049.30952165
319,21.53171715160842,54.6521023145418,19.901577751288308,41.96944634965875,497976887.24587244,36749241.99602757,97035373.82092316,8673228.299255883,63870836.777960315,23039258.9947167,1452049.7489902787,0.6991918726329261,275277416.9015565
320,21.53099081387823,54.400096572200475,19.895947864903125,41.37662469621147,492195867.6079329,34396197.17323191,109158823.84965047,8673228.299255883,76953376.39034042,22142492.054821134,1389727.1052330562,0.7438211410988574,284689512.11003876
321,21.53138940334449,53.99118103631023,19.78231720774536,41.212398964005395,497747281.2225692,35167427.004597746,103976383.93074068,8673228.299255883,78031416.73297387,15865123.000067241,1406615.8984436884,0.7140682954549032,281614620.006463
322,21.530652811998745,53.79946217964471,19.749787983862316,41.98567225723493,500105192.92416537,40677894.88596664,101478224.95837033,8673228.299255883,77273313.31048903,14071588.96178113,1460094.386844286,0.62480975852304,281739254.2284143
323,21.529911415807707,55.47080018172253,19.970317588332147,45.530724400045294,502119828.85305786,82589036.97345455,101831369.17799468,8673228.299255883,76981202.30893148,14071588.96178113,2105349.608026155,0.5653040672351312,296734324.45349884
324,21.53093465793154,58.05122746846655,19.89093375299714,48.24814388327991,503320526.41976,71763034.3746659,102915624.23805092,8673228.299255883,78059242.65156494,14071588.96178113,2111564.325449002,0.4537308960703022,294610144.50285953
325,21.530240867941462,58.04808555112985,20.116428823802575,48.54467733879398,504955048.48780435,92065647.57224865,102022059.25751716,8673228.299255883,76981202.30893148,14071588.96178113,2296039.6875486486,0.3942252047823942,301028957.94420147
326,21.532264177144537,59.10368426193543,20.167634205982598,47.39441711262637,490100121.1123568,108312328.18036085,98958478.19339,8673228.299255883,73747081.28103115,14071588.96178113,2466579.6513218544,0.3495959363164626,298429294.62429583
327,21.532951892646867,59.116364618864,20.226512566669474,44.49889453700829,468677141.1643963,116121600.02398504,98047203.1484671,8673228.299255883,72669040.93839769,14071588.96178113,2633344.9490323933,0.30496666785053084,292980116.87792754
328,21.533179660770184,58.14173687186031,20.31607119334769,41.8978967931081,455178700.74615717,96575814.87169556,103171267.1582654,8673228.299255883,75903161.96629804,16761890.098457782,1832986.7942537041,0.3495959363164626,287089439.03088295
329,21.532392844356966,56.82920604055567,20.36242065082458,41.032215487762045,461238760.64400816,111411332.88983531,124801794.10760334,8673228.299255883,91287837.76472382,23039258.9947167,1801469.0489069473,0.40910162760437124,315685158.6188845
330,21.531288153758013,55.83118642494633,20.42549281173005,41.20060113575298,471155656.7754048,102539199.22946972,153526680.2053169,8673228.299255883,114684788.38251103,28419860.95108005,1748802.5724699027,0.5429894330021654,344758298.8736084
331,21.53005166995743,55.47924139207583,20.432712087862043,43.07817578260829,477744491.5309263,111426414.66430128,160391064.2844613,8673228.299255883,114684788.38251103,34697230.00583395,2335817.596860417,0.6396861813450169,356781366.34953713
332,21.529945533768654,55.42756807881573,20.41482340008897,42.6722449593132,483358199.202961,81613978.77158172,156093048.46974924,8673228.299255883,105914410.14066473,39181065.02230175,2324345.007526933,0.6099333357010631,344417107.7945968
333,21.53027781271581,55.289372232705595,20.36122665856065,40.8801738852107,488385035.52396566,52892171.414017044,151073291.90392733,8673228.299255883,101602248.77013095,39181065.02230175,1616749.8122388034,0.5578658558241428,331499027.5499216
334,21.530401017590165,54.994737280499095,20.276431115593986,39.399208751961744,487896266.2313314,59893411.17955743,136515811.38286215,8673228.299255883,96065991.55618495,30213394.989366166,1563196.5380551452,0.4537308960703022,319112370.5198251
335,21.53122984483339,54.63980375810977,20.191098983658346,38.773212733239106,492247314.16645163,59845448.71789306,111227425.92050478,8673228.299255883,79749330.91590448,21245724.9564306,1559141.7489138222,0.3942252047823942,295258346.881953
336,21.53189088702221,54.23284426069099,20.049370299885954,38.92089382525944,496485445.1858688,55545598.26377015,89691532.64774798,8673228.299255883,64510710.61825748,14968356.060171671,1539237.670062965,0.21570813091866772,273701880.4642943
337,21.53158609781025,54.070342827117365,19.877698905466072,38.905253451887425,502091253.4718515,49259204.567172356,72352779.7783644,8673228.299255883,49884138.24231657,12278055.081989996,1517358.1548019433,0.059505691287907315,256136265.79137236
338,21.531902671427705,53.007290067266474,19.647468736845692,38.190168491166006,504527783.41924375,38721841.44326707,67978436.89220168,8673228.299255883,45571976.87178277,12278055.081989996,1455176.639173027,0.029752845643953606,249061645.17970526
339,21.53205048242329,51.08812785301554,19.420328053495027,36.084459788759055,504885299.70916975,26009919.829201773,65730278.82573645,8673228.299255883,43415896.1865159,12278055.081989996,1363099.2579746789,0.007438211410988301,242695352.00519365
340,21.532119168877035,48.767028906026525,19.26998761455968,33.96659871677752,505317852.6028509,19006512.112562474,64601996.784892105,8673228.299255883,42337855.84388244,12278055.081989996,1312857.559763793,0.007438211410988301,239376785.02336323
341,21.532991822647144,46.48934945721306,19.155873317859143,32.755167610842655,504905826.0886893,15078843.083238544,68769616.7845327,8673228.299255883,42949903.765588544,15865123.000067241,1281361.71962103,0.029752845643953606,242097839.841842
342,21.532286713258486,44.65704503922415,19.095906415857495,32.405611043889735,502627054.3087293,12965531.317112057,81634044.20344836,8673228.299255883,49564201.322168,22142492.054821134,1254122.5272033636,0.2008317080966909,253498239.4120621
343,21.53142373057813,44.33201806612143,19.17518916401138,33.53139228853689,497807154.9034681,16254909.755604142,96846789.83381997,8673228.299255883,63870836.777960315,23039258.9947167,1263465.7618870777,0.6991918726329261,268200811.38684404
344,21.530900589478282,44.90673418165314,19.20006701197719,35.35508448217223,492217662.9095377,15027900.887600984,108997562.02571203,8673228.299255883,76953376.39034042,22142492.054821134,1228465.2812945943,0.7438211410988574,278079416.62475824
345,21.53058323151092,45.451104339417924,19.233818922047384,36.66840445454795,498639964.5146883,27669618.542263582,103930886.37878715,8673228.299255883,78031416.73297387,15865123.000067241,1361118.3464901678,0.7140682954549032,279367414.06443775
346,21.5299039410598,46.20433728338801,19.417225085551525,36.920888023383874,501123256.1498534,52928411.47390986,101590345.69504651,8673228.299255883,77273313.31048903,14071588.96178113,1572215.1235204837,0.62480975852304,286274234.90296763
347,21.530542038717666,49.245028401008206,19.445640430636658,39.237454769331045,502778322.4156351,68786400.71075532,101399679.87647362,8673228.299255883,76981202.30893148,14071588.96178113,1673660.3065050957,0.5653040672351313,291921254.2519371
348,21.531295856279755,51.279136841750606,19.419005427845594,40.58628245865236,503818831.90903515,75146435.98264623,102514285.74251579,8673228.299255883,78059242.65156494,14071588.96178113,1710225.8299138458,0.4537308960703022,295502708.37307626
349,21.53195919374079,54.014686328797154,19.44939602321718,41.130212325651364,506084391.22100574,84707104.78928976,101506996.17801604,8673228.299255883,76981202.30893148,14071588.96178113,1780976.6080475529,0.3942252047823942,298437494.8481145
350,21.531907572792118,55.11078884796135,19.433668497348563,40.4239347806839,507638888.7076787,90582304.16867825,98316128.52467845,8673228.299255883,73747081.28103115,14071588.96178113,1824229.982610293,0.3495959363164626,297723192.81679744
351,21.522232419181012,55.61787572732854,19.410381661298242,39.34673269302959,500165002.4828332,92105697.6040059,97225061.66138306,8673228.299255883,72669040.93839769,14071588.96178113,1811203.4619483561,0.30496666785053084,294648628.3569961
352,21.52390911111296,54.88308587743148,19.426754970577942,38.58011528678677,489182423.28617877,92891535.45180254,103120519.48453481,8673228.299255883,75903161.96629804,16761890.098457782,1782239.1205231342,0.3495959363164626,297145172.3971953
353,21.53344208689148,53.48097273770989,19.54115985595479,37.01223427543429,485581726.53020537,93487551.33927746,124762487.11289956,8673228.299255883,91287837.76472382,23039258.9947167,1762162.0542031247,0.40910162760437124,317785579.7360605
354,21.53157172633178,52.18993821107264,19.60574044499997,36.433283619751336,494087230.499086,84427914.16813126,153491754.45215425,8673228.299255883,114684788.38251103,28419860.95108005,1713876.8193072318,0.5429894330021654,346330136.0078933
355,21.530765729914588,51.43076372629983,19.72648305043604,36.40671125033244,487104123.96774,80006445.15745194,159722938.7372843,8673228.299255883,114684788.38251103,34697230.00583395,1667692.0496834184,0.6396861813450169,348759795.1123483
356,21.530497266230743,51.04647732913625,19.762911453302028,36.58831503410149,488110462.835389,76467114.08058313,155416666.5785452,8673228.299255883,105914410.14066473,39181065.02230175,1647963.1163228774,0.6099333357010631,343609192.2172026
357,21.530036433476283,51.10406644753399,19.59919727008933,37.08110332505071,488896569.8358056,61757162.78677758,151006726.58968595,8673228.299255883,101602248.77013095,39181065.02230175,1550184.4979973892,0.5578658558241428,334557970.7972137
358,21.530720790627043,52.35005730238905,19.60138632915296,37.76671748341196,489441736.74695295,58181484.6852972,136487289.0843393,8673228.299255883,96065991.55618495,30213394.989366166,1534674.2395323243,0.4537308960703022,319028362.8950893
359,21.53157196117266,52.851426771334395,19.504986755090194,37.19820473380562,494255742.79656863,55186604.41752898,111197560.11410251,8673228.299255883,79749330.91590448,21245724.9564306,1529275.9425115755,0.3942252047823942,294345009.1854684
360,21.530836314464782,52.47979388441749,19.19071501990437,37.173330428660904,498288212.39665025,36567841.90746378,89555802.37177524,8673228.299255883,64510710.61825748,14968356.060171671,1403507.3940901926,0.21570813091866772,267841153.8064799
361,21.53350723257741,52.23898172690337,19.042402448777587,37.22164177112675,504132144.36385435,32726943.991210524,72243766.39961667,8673228.299255883,49884138.24231657,12278055.081989996,1408344.776054223,0.059505691287907315,251196795.85130495
362,21.533333784441748,51.24195673116128,18.947845900651835,37.494860887420934,506514810.9503283,31242687.797255013,67941117.29350872,8673228.299255883,45571976.87178277,12278055.081989996,1417857.0404800596,0.029752845643953606,247193616.8760365
363,21.532470717811076,49.66837200990046,18.868358117160952,37.300586163636076,507142940.81325036,29730891.923981994,65782724.75078154,8673228.299255883,43415896.1865159,12278055.081989996,1415545.1830197673,0.007438211410988301,244740668.99652568
364,21.52339884316662,47.87023261383527,18.74283100204582,37.09577503359242,507300537.3224999,25295512.18535491,64671848.742503636,8673228.299255883,42337855.84388244,12278055.081989996,1382709.517375314,0.007438211410988301,242203865.2451219
365,21.520337479695385,46.147626970768634,18.66514766420229,36.917180176711824,507018411.94361365,22859960.076267704,68851862.14534472,8673228.299255883,42949903.765588544,15865123.000067241,1363607.0804330618,0.029752845643953606,245477986.15197182
366,21.530582411805664,45.83936963224222,18.53257079089458,36.32864961411506,505013116.27895975,13565504.54253413,81652475.47727205,8673228.299255883,49564201.322168,22142492.054821134,1272553.801027044,0.2008317080966909,254512015.75110334
367,21.531769697389127,46.45073833138046,18.528590717387292,36.20089530848711,499883434.9935822,10971947.794571796,96808483.12475626,8673228.299255883,63870836.777960315,23039258.9947167,1225159.0528233692,0.6991918726329261,267093610.72080758
368,21.682600649038378,46.60657414473608,18.63204572362045,35.67251170161868,502038629.34832716,13759712.807435079,109416523.99982315,8673228.299255883,77345033.15809168,22142492.054821134,1255770.4876544503,0.7438211410988574,281349304.7184106
369,21.687293786779723,46.7129413912769,18.563175320564017,35.44628838333761,503749350.2121823,17793707.516111027,109344286.88774398,8673228.299255883,80490464.82972063,18878146.32000185,1302447.4387656169,0.7140682954549032,283191972.7971751
370,21.684129013452203,46.765418680695454,18.743463447367237,37.341554410837034,507479040.03809035,40941455.90577496,107011661.00238112,8673228.299255883,79732361.40723576,17084612.28171575,1521459.0141737214,0.62480975852304,289818492.9836695
371,21.67109041185287,50.00405534609549,18.7809718807418,41.44304196212342,507646480.23269403,55680557.177708395,106821042.61889334,8673228.299255883,79440250.40567827,17084612.28171575,1622951.6322434766,0.5653040672351313,294596721.75569415
372,21.65572699428625,52.26535608537688,18.814410056915943,43.82429428424353,507790617.6864952,65703717.751396134,107958757.11112136,8673228.299255883,80518290.7483117,17084612.28171575,1682625.7818380538,0.4537308960703022,299123535.59041846
373,21.611025619448302,55.258390937040446,18.84251419441983,44.18933216781821,508024248.2241571,75589804.81643537,106311788.35994399,8673228.299255883,79247091.02574714,16647577.676767655,1743891.3581733168,0.3942252047823942,300849806.04014146
374,21.576111510706415,56.34536533244187,18.892976880285403,42.42944169693136,507667007.0492217,85274254.75475422,103764715.27480505,8673228.299255883,76206129.37777792,17084612.28171575,1800745.3160555053,0.3495959363164626,301411802.542797
375,21.55033043130587,56.91018057210294,18.934713222663188,41.82780128608162,507343270.25112444,91877911.15354873,102722501.45459646,8673228.299255883,75128089.03514448,17084612.28171575,1836571.838480353,0.30496666785053084,302462895.2561542
376,21.55027735144752,57.12505360202104,18.974061307043026,41.45179134523367,502193527.54011595,93625223.46414247,108638898.83240725,8673228.299255883,78362210.0630448,19774913.4183924,1828547.0517141628,0.3495959363164626,307245149.16716003
377,21.648619191679455,55.77702538652385,19.01981606849738,38.97921414538351,502578474.9168279,88295101.13868949,130265083.9664798,8673228.299255883,93746885.8614706,26052282.314651314,1792687.491101983,0.40910162760437124,327222942.6516523
378,21.6097948042388,54.33142215506899,19.11137531419051,36.66358125118961,492284658.1602004,81016642.00903717,153868109.33411536,8673228.299255883,115076445.1502623,28419860.95108005,1698574.9335170968,0.5429894330021654,344968542.7238612
379,21.533132170594413,53.183966304636584,19.211431394088187,35.898368629736474,488142669.3131942,73532750.05076364,159685240.24818036,8673228.299255883,114684788.38251103,34697230.00583395,1629993.5605794839,0.6396861813450169,346910380.0361663
380,21.531100949060598,52.16635815483912,19.348530092737587,35.499756221961626,485621526.31169224,75657131.04824224,155407813.26417926,8673228.299255883,105914410.14066473,39181065.02230175,1639109.8019569416,0.6099333357010631,342500699.0508241
381,21.530267881217572,52.078698802027795,19.16076649780912,36.02883131709119,489032503.0164731,59299977.04352801,150989493.70277655,8673228.299255883,101602248.77013095,39181065.02230175,1532951.6110879846,0.5578658558241428,333766987.05611026
382,21.531074778973295,53.043355903210646,19.226138282946593,36.4756711367238,489491248.76321495,58812375.761987716,136493345.08760032,8673228.299255883,96065991.55618495,30213394.989366166,1540730.2427933346,0.4537308960703022,319261219.9293345
383,21.530980439142866,52.64716682464714,19.094437557698097,37.14013370616664,494387294.01215965,52657727.66487407,111178906.65910316,8673228.299255883,79749330.91590448,21245724.9564306,1510622.487512201,0.3942252047823942,293527247.2181144
384,21.531384176671494,53.35303506843974,18.91991021356138,39.56021564996863,498914279.04367846,43147640.76521137,89611283.02553791,8673228.299255883,64510710.61825748,14968356.060171671,1458988.0478528717,0.21570813091866772,270298589.6285012
385,21.531852957749834,54.34734451207828,18.75534649244256,41.06549960680304,504846777.53154457,36353642.917691715,72273553.66202895,8673228.299255883,49884138.24231657,12278055.081989996,1438132.03846651,0.059505691287907315,252673693.81177437
386,21.531972063453534,53.557350538242254,18.608062483447736,39.57285872035388,507132201.1351228,29900227.5313578,67930864.1676061,8673228.299255883,45571976.87178277,12278055.081989996,1407603.914577443,0.029752845643953606,246941673.72309965
387,21.529596572005648,51.618200949958066,18.48856216754139,37.63372241996686,507229198.56785655,24745192.241813764,65741590.89430523,8673228.299255883,43415896.1865159,12278055.081989996,1374411.3265434613,0.007438211410988301,243066387.83086202
388,21.51658326150142,49.32210653923227,18.414344496959135,36.46518038143454,507154366.3311857,22612613.817965917,64650324.21535576,8673228.299255883,42337855.84388244,12278055.081989996,1361184.9902274644,0.007438211410988301,241239317.5984063
389,21.515082092038963,48.69025943965189,18.30810381705866,36.57167669841845,506863651.32690626,16565521.895582506,68797085.60497692,8673228.299255883,42949903.765588544,15865123.000067241,1308830.540065255,0.029752845643953606,243273476.67913985
390,21.53123490204221,47.66808653135828,18.221496196293582,36.26226923889256,505438455.9442244,11471196.646870963,81637226.86616908,8673228.299255883,49564201.322168,22142492.054821134,1257305.1899241111,0.2008317080966909,253940444.3965342
391,21.532131834564492,47.311808436046306,18.232176626754818,36.09380567036692,499935188.77702963,9752499.523354556,96799341.80568793,8673228.299255883,63870836.777960315,23039258.9947167,1216017.7337550411,0.6991918726329261,266695237.90581602
392,21.682984953217765,46.81335829973589,18.34388427833891,35.387028148631536,502227601.76707,12030925.185596693,109402592.118336,8673228.299255883,77345033.15809168,22142492.054821134,1241838.606167295,0.7438211410988574,280822101.10255826
393,21.686627104781934,46.731276717619465,18.326130492166293,36.4151705341435,503902352.997772,18992217.082772207,109357638.91945335,8673228.299255883,80490464.82972063,18878146.32000185,1315799.4704749768,0.7140682954549032,283655828.9463014
394,21.684024554777512,46.784806700354274,18.417828079589686,37.699212640889606,507632500.0952343,35765475.00958222,106970792.20529482,8673228.299255883,79732361.40723576,17084612.28171575,1480590.217087436,0.62480975852304,288103450.573567
395,21.667323212260484,49.565730006012124,18.56759602318216,39.792866995308835,507295628.2196551,56727734.78091409,106832920.119207,8673228.299255883,79440250.40567827,17084612.28171575,1634829.132557106,0.5653040672351312,294840707.7860634
396,21.65210551714593,51.581109854867385,18.639516596465352,42.117155995131526,507386070.13728213,71801535.88183302,107999688.43143663,8673228.299255883,80518290.7483117,17084612.28171575,1723557.102153296,0.4537308960703022,301062223.7711417
397,21.60690762143462,54.539208156621214,18.73073976290573,43.92737675287366,507856630.3963147,86463836.62555653,106379721.1906636,8673228.299255883,79247091.02574714,16647577.676767655,1811824.1888929242,0.3942252047823942,304486543.5312873
398,21.57203488815405,55.95044548646357,18.70138563053746,43.95954546299307,507835615.3671003,90281785.39988506,103791053.75802034,8673228.299255883,76206129.37777792,17084612.28171575,1827083.7992707975,0.3495959363164626,303163520.6803488
399,21.546743710225755,56.78160305548425,18.795994949401642,43.142226366334235,500113853.06635,98842741.91185191,102743433.49884415,8673228.299255883,75128089.03514448,17084612.28171575,1857503.882728088,0.30496666785053084,302395631.8249115
400,21.547594889666655,57.18242881874144,18.88721451506692,42.16850968626214,487192939.3765929,104370549.96039994,108659459.82061571,8673228.299255883,78362210.0630448,19774913.4183924,1849108.0399226071,0.3495959363164626,305847289.5996133
401,21.6509597106355,55.813196924214004,18.760639375638856,41.24945450718932,503160082.5940565,85478928.34828167,130239409.94250277,8673228.299255883,93746885.8614706,26052282.314651314,1767013.4671249758,0.40910162760437124,326452413.58994883
402,21.609586254859362,55.85889732025486,18.947155078173655,43.40769475156682,489653233.8451825,82565345.19108765,153871745.08226737,8673228.299255883,115076445.1502623,28419860.95108005,1702210.6816691307,0.5429894330021654,344611271.42769074
403,21.532448969212027,56.12849071282037,19.138098229839557,45.17653745855745,485049876.1923436,80195690.48576109,159719860.065609,8673228.299255883,114684788.38251103,34697230.00583395,1664613.3780081451,0.6396861813450169,348135048.9583106
404,21.53011682659955,55.91361669497183,19.034647845094735,43.32870821551494,489629275.1819779,66304985.25016191,155350645.80833054,8673228.299255883,105914410.14066473,39181065.02230175,1581942.3461082026,0.6099333357010631,340662065.95237714
405,21.530708175945776,56.41850496825861,19.050292172278592,41.66421937982627,488958075.4927223,60390216.80649213,151003598.18547347,8673228.299255883,101602248.77013095,39181065.02230175,1547056.093784891,0.5578658558241428,334119695.61854494
406,21.531070294669007,56.33636235356736,19.06552551814625,40.957651665338396,489790252.62040406,56240042.801093414,136475564.80452153,8673228.299255883,96065991.55618495,30213394.989366166,1522949.9597145596,0.4537308960703022,318485663.27835405
407,21.531732760960974,55.78327173287275,18.97258924975991,41.050234248605,494640866.1004247,52117898.06965467,111177305.89169483,8673228.299255883,79749330.91590448,21245724.9564306,1509021.7201038732,0.3942252047823942,293430227.2817213
408,21.531581537226803,55.42523842576308,18.810060824390764,40.668539374032875,498862386.3394366,42663453.15335717,89607587.98310672,8673228.299255883,64510710.61825748,14968356.060171671,1455293.0054216941,0.21570813091866772,270116201.1473713
409,21.532142463556696,55.04593438790261,18.648835483842053,40.635323835314104,504543591.6257967,35739066.25864378,72267470.0612353,8673228.299255883,49884138.24231657,12278055.081989996,1432048.4376728418,0.059505691287907315,252361689.35604876
410,21.53337438512942,53.82725494482765,18.614905847835203,39.58937137652088,506972234.3005965,37057879.13150346,67988635.37429215,8673228.299255883,45571976.87178277,12278055.081989996,1465375.1212635087,0.029752845643953606,249332006.51832545
411,21.531212769868787,52.774232484944406,18.514555100607456,38.529293516993114,507107839.95598,32658943.282028742,65803813.69807996,8673228.299255883,43415896.1865159,12278055.081989996,1436634.1303182028,0.007438211410988301,245726074.7774162
412,21.52286403857167,50.94223969712187,18.44843586670122,37.16344185688525,507214555.4385966,30697373.26626642,64715194.60715999,8673228.299255883,42337855.84388244,12278055.081989996,1426055.3820316577,0.007438211410988301,244019170.84211433
413,21.522059154453476,49.996637280817716,18.2571215964334,36.834215106696576,506843453.29838556,18575890.390770886,68810945.39188997,8673228.299255883,42949903.765588544,15865123.000067241,1322690.3269783093,0.029752845643953606,243950726.6216088
414,21.532250569807683,48.55776483459649,18.206667578887384,35.69528148189611,504970351.5802502,14516007.530425575,81660795.42158432,8673228.299255883,49564201.322168,22142492.054821134,1280873.7453393312,0.2008317080966909,254822915.1251429
415,21.5323909768619,47.86697887678917,18.204258017754864,35.88282331104199,499661509.24669653,11337988.411252556,96811077.76985991,8673228.299255883,63870836.777960315,23039258.9947167,1227753.697927014,0.6991918726329261,267144243.65584296
416,21.683300815901323,47.159902840520054,18.300309818539365,34.80217294704471,501858999.80283976,12496328.492593158,109403810.53802592,8673228.299255883,77345033.15809168,22142492.054821134,1243057.025857223,0.7438211410988574,280855586.6365036
417,21.687277126652955,46.831579804473755,18.289287578690097,35.084774562057994,503425485.8562937,19194617.41282736,109355838.74073258,8673228.299255883,80490464.82972063,18878146.32000185,1313999.2917541796,0.7140682954549032,283562539.83043957
418,21.684182715841896,46.825185332906244,18.433282523144847,36.76835245276417,507150758.7947281,39889687.46156857,107000701.75623687,8673228.299255883,79732361.40723576,17084612.28171575,1510499.7680294842,0.62480975852304,289347517.17500246
419,21.675309128072016,50.174946964475375,18.635462637669754,42.99280480631368,508001260.93006593,65544653.92745054,106894009.55035852,8673228.299255883,79440250.40567827,17084612.28171575,1695918.5637086376,0.5653040672351312,298075981.1695307
420,21.661335482033838,52.46115625555802,18.668722214270005,44.21202791939908,507882853.493677,77912320.83642204,108036059.18022582,8673228.299255883,80518290.7483117,17084612.28171575,1759927.8509424874,0.4537308960703022,303301117.2902589
421,21.618551524825232,53.11986042732041,18.852593619143676,43.89633983933319,507774234.67698544,99302527.6624177,106457921.51214832,8673228.299255883,79247091.02574714,16647577.676767655,1890024.5103776567,0.3942252047823942,308816842.2919494
