Hour,Generated PV Power,Generated PV Energy,,,,,
1,0,0,,,,,
2,0,0,,,,,
3,0,0,,,,,
4,0,0,,,,,
5,0,0,,,,,
6,0,0,,,,,
7,0,0,,,,,
8,0,0,,,,,
9,31572.09,113659535.7,,,,,
10,138881.29,499972636.1,,,,,
11,235911.27,849280585.5,,,,,
12,308917.91,1112104479,,,,,
13,331398.96,1193036259,,,,,
14,314734.52,1133044278,,,,,
15,254950.41,917821484.5,,,,,
16,153402.87,552250319.7,,,,,
17,53733.7,193441315,,,,,
18,5075.05,18270173.58,,,,,
19,116.72,420197.4648,,,,,
20,0,0,,,,,
21,0,0,,,,,
22,0,0,,,,,
23,0,0,,,,,
24,0,0,,,,,
25,0,0,,,,,
26,0,0,,,,,
27,0,0,,,,,
28,0,0,,,,,
29,0,0,,,,,
30,0,0,,,,,
31,0,0,,,,,
32,0,0,,,,,
33,28532.05,102715392.1,,,,,
34,109226.5,393215390.6,,,,,
35,156935.42,564967528.1,,,,,
36,214916.64,773699902.7,,,,,
37,248056.13,893002078.5,,,,,
38,240309.33,865113585,,,,,
39,213268.25,767765707.5,,,,,
40,149817.93,539344555.6,,,,,
41,53676.62,193235816.6,,,,,
42,5405.73,19460633.01,,,,,
43,155.67,560399.6988,,,,,
44,0,0,,,,,
45,0,0,,,,,
46,0,0,,,,,
47,0,0,,,,,
48,0,0,,,,,
49,0,0,,,,,
50,0,0,,,,,
51,0,0,,,,,
52,0,0,,,,,
53,0,0,,,,,
54,0,0,,,,,
55,0,0,,,,,
56,0,0,,,,,
57,46823.48,168564525.4,,,,,
58,152411.3,548680682.3,,,,,
59,197390.89,710607214.8,,,,,
60,264121.13,950836075.2,,,,,
61,301451.77,1085226383,,,,,
62,302484.61,1088944604,,,,,
63,273648.07,985133061.2,,,,,
64,195788.59,704838915.5,,,,,
65,78056.12,281002031.2,,,,,
66,7830.37,28189339.91,,,,,
67,195.52,703864.9368,,,,,
68,0,0,,,,,
69,0,0,,,,,
70,0,0,,,,,
71,0,0,,,,,
72,0,0,,,,,
73,0,0,,,,,
74,0,0,,,,,
75,0,0,,,,,
76,0,0,,,,,
77,0,0,,,,,
78,0,0,,,,,
79,0,0,,,,,
80,0,0,,,,,
81,30935.47,111367709.1,,,,,
82,137167.4,493802624.9,,,,,
83,234987.49,845954963.3,,,,,
84,305359.75,1099295105,,,,,
85,337187.63,1213875471,,,,,
86,328814.39,1183731803,,,,,
87,283887.89,1021996395,,,,,
88,193356.93,696084955.9,,,,,
89,71894.91,258821685.2,,,,,
90,7581.19,27292266.71,,,,,
91,233.37,840124.7473,,,,,
92,0,0,,,,,
93,0,0,,,,,
94,0,0,,,,,
95,0,0,,,,,
96,0,0,,,,,
97,0,0,,,,,
98,0,0,,,,,
99,0,0,,,,,
100,0,0,,,,,
101,0,0,,,,,
102,0,0,,,,,
103,0,0,,,,,
104,0,0,,,,,
105,29881.95,107575013.6,,,,,
106,139817.32,503342357.9,,,,,
107,239770.37,863173326.5,,,,,
108,307911.57,1108481645,,,,,
109,343077.37,1235078528,,,,,
110,340666.69,1226400101,,,,,
111,305353.96,1099274242,,,,,
112,225429.21,811545142.4,,,,,
113,90586.66,326111989.5,,,,,
114,8807.97,31708692.84,,,,,
115,195.14,702491.6719,,,,,
116,0,0,,,,,
117,0,0,,,,,
118,0,0,,,,,
119,0,0,,,,,
120,0,0,,,,,
121,0,0,,,,,
122,0,0,,,,,
123,0,0,,,,,
124,0,0,,,,,
125,0,0,,,,,
126,0,0,,,,,
127,0,0,,,,,
128,0,0,,,,,
129,30996.34,111586824.2,,,,,
130,121490.78,437366821.9,,,,,
131,146336,526809602.7,,,,,
132,142993.07,514775037.5,,,,,
133,179232.28,645236202.3,,,,,
134,175503.89,631813998.2,,,,,
135,156785.13,564426451.4,,,,,
136,128095.39,461143413.8,,,,,
137,52591.46,189329256.8,,,,,
138,6044.19,21759076.82,,,,,
139,234.8,845266.2327,,,,,
140,0,0,,,,,
141,0,0,,,,,
142,0,0,,,,,
143,0,0,,,,,
144,0,0,,,,,
145,0,0,,,,,
146,0,0,,,,,
147,0,0,,,,,
148,0,0,,,,,
149,0,0,,,,,
150,0,0,,,,,
151,0,0,,,,,
152,0,0,,,,,
153,32988.87,118759919.2,,,,,
154,108217.7,389583730.9,,,,,
155,142270.23,512172816.6,,,,,
156,195379.21,703365146.8,,,,,
157,242392.74,872613856.6,,,,,
158,278373.49,1002144576,,,,,
159,276172.06,994219416.4,,,,,
160,210746.18,758686238.6,,,,,
161,84844.98,305441939.7,,,,,
162,8593.94,30938178.58,,,,,
163,233.8,841672.3731,,,,,
164,0,0,,,,,
165,0,0,,,,,
166,0,0,,,,,
167,0,0,,,,,
168,0,0,,,,,
169,0,0,,,,,
170,0,0,,,,,
171,0,0,,,,,
172,0,0,,,,,
173,0,0,,,,,
174,0,0,,,,,
175,0,0,,,,,
176,0,0,,,,,
177,41040.31,147745099.1,,,,,
178,134858.23,485489636.7,,,,,
179,188874.71,679948954.6,,,,,
180,253265.36,911755310.5,,,,,
181,302573.65,1089265136,,,,,
182,320372.33,1153340396,,,,,
183,291464.28,1049271396,,,,,
184,217372.98,782542740.5,,,,,
185,89060.55,320617992.5,,,,,
186,9205.74,33140679.49,,,,,
187,233.15,839323.993,,,,,
188,0,0,,,,,
189,0,0,,,,,
190,0,0,,,,,
191,0,0,,,,,
192,0,0,,,,,
193,0,0,,,,,
194,0,0,,,,,
195,0,0,,,,,
196,0,0,,,,,
197,0,0,,,,,
198,0,0,,,,,
199,0,0,,,,,
200,0,0,,,,,
201,45290.71,163046552.6,,,,,
202,151085.14,543906513.3,,,,,
203,203962.61,734265395.4,,,,,
204,266133.16,958079382.3,,,,,
205,284721.64,1024997896,,,,,
206,259474.15,934106926.6,,,,,
207,199930.1,719748359.2,,,,,
208,132615.59,477416128.3,,,,,
209,58051.38,208984984.8,,,,,
210,6443.72,23197407.48,,,,,
211,194.2,699108.3904,,,,,
212,0,0,,,,,
213,0,0,,,,,
214,0,0,,,,,
215,0,0,,,,,
216,0,0,,,,,
217,0,0,,,,,
218,0,0,,,,,
219,0,0,,,,,
220,0,0,,,,,
221,0,0,,,,,
222,0,0,,,,,
223,0,0,,,,,
224,0,0,,,,,
225,42556.9,153204847.9,,,,,
226,124598.08,448553102.2,,,,,
227,135743.39,488676191.7,,,,,
228,179263.69,645349286.7,,,,,
229,229952.39,827828609.9,,,,,
230,243928.93,878144137,,,,,
231,221137.33,796094400.2,,,,,
232,170438.92,613580106.5,,,,,
233,69695.8,250904878.3,,,,,
234,8044.09,28958717.92,,,,,
235,275.8,992883.4484,,,,,
236,0,0,,,,,
237,0,0,,,,,
238,0,0,,,,,
239,0,0,,,,,
240,0,0,,,,,
241,0,0,,,,,
242,0,0,,,,,
243,0,0,,,,,
244,0,0,,,,,
245,0,0,,,,,
246,0,0,,,,,
247,0,0,,,,,
248,0,0,,,,,
249,38168.66,137407178.6,,,,,
250,136027.95,489700632,,,,,
251,206370.95,742935402.1,,,,,
252,284895.42,1025623525,,,,,
253,322690.5,1161685814,,,,,
254,308579.81,1110887308,,,,,
255,252340.31,908425121.5,,,,,
256,168291.97,605851092.7,,,,,
257,65920.84,237315020.9,,,,,
258,6846.7,24648123.79,,,,,
259,193.02,694886.4556,,,,,
260,0,0,,,,,
261,0,0,,,,,
262,0,0,,,,,
263,0,0,,,,,
264,0,0,,,,,
265,0,0,,,,,
266,0,0,,,,,
267,0,0,,,,,
268,0,0,,,,,
269,0,0,,,,,
270,0,0,,,,,
271,0,0,,,,,
272,0,0,,,,,
273,33957.41,122246672.4,,,,,
274,110178.78,396643596.2,,,,,
275,150875.11,543150383.3,,,,,
276,193368.68,696127257.7,,,,,
277,235406.8,847464475.1,,,,,
278,264178.88,951043976.9,,,,,
279,252273.13,908183273.4,,,,,
280,189458.84,682051815.3,,,,,
281,79222.12,285199648,,,,,
282,8507.92,30628521.73,,,,,
283,271.64,977914.0439,,,,,
284,0,0,,,,,
285,0,0,,,,,
286,0,0,,,,,
287,0,0,,,,,
288,0,0,,,,,
289,0,0,,,,,
290,0,0,,,,,
291,0,0,,,,,
292,0,0,,,,,
293,0,0,,,,,
294,0,0,,,,,
295,0,0,,,,,
296,0,0,,,,,
297,42929.24,154545270.3,,,,,
298,153503.03,552610899.1,,,,,
299,236396.31,851026732.5,,,,,
300,315688.54,1136478754,,,,,
301,357175.34,1285831238,,,,,
302,359375.48,1293751731,,,,,
303,325674.59,1172428513,,,,,
304,241609.65,869794749.7,,,,,
305,100504.59,361816539,,,,,
306,10506.04,37821759.33,,,,,
307,272.89,982402.5251,,,,,
308,0,0,,,,,
309,0,0,,,,,
310,0,0,,,,,
311,0,0,,,,,
312,0,0,,,,,
313,0,0,,,,,
314,0,0,,,,,
315,0,0,,,,,
316,0,0,,,,,
317,0,0,,,,,
318,0,0,,,,,
319,0,0,,,,,
320,0,0,,,,,
321,37111.4,133601050.8,,,,,
322,134184.44,483063972.9,,,,,
323,216784.73,780425026.9,,,,,
324,295546.45,1063967233,,,,,
325,341240.38,1228465366,,,,,
326,352525.73,1269092641,,,,,
327,320688.15,1154477324,,,,,
328,241146.88,868128750.8,,,,,
329,101128.25,364061693.8,,,,,
330,10543.71,37957348.96,,,,,
331,274.01,986439.8518,,,,,
332,0,0,,,,,
333,0,0,,,,,
334,0,0,,,,,
335,0,0,,,,,
336,0,0,,,,,
337,0,0,,,,,
338,0,0,,,,,
339,0,0,,,,,
340,0,0,,,,,
341,0,0,,,,,
342,0,0,,,,,
343,0,0,,,,,
344,0,0,,,,,
345,34527.06,124297403.3,,,,,
346,142865.65,514316356.8,,,,,
347,236830.98,852591518.1,,,,,
348,305275.06,1098990223,,,,,
349,336446.32,1211206753,,,,,
350,343057.78,1235008002,,,,,
351,318733.49,1147440572,,,,,
352,241120.41,868033479.1,,,,,
353,100386.16,361390169.7,,,,,
354,10665.54,38395954.33,,,,,
355,315.62,1136236.632,,,,,
356,0,0,,,,,
357,0,0,,,,,
358,0,0,,,,,
359,0,0,,,,,
360,0,0,,,,,
361,0,0,,,,,
362,0,0,,,,,
363,0,0,,,,,
364,0,0,,,,,
365,0,0,,,,,
366,0,0,,,,,
367,0,0,,,,,
368,0,0,,,,,
369,29908.62,107671033.8,,,,,
370,138687.98,499276745.3,,,,,
371,243777.76,877599922.3,,,,,
372,319711.86,1150962689,,,,,
373,352361.42,1268501108,,,,,
374,328836.84,1183812630,,,,,
375,293356.77,1056084376,,,,,
376,232556.57,837203638.1,,,,,
377,137694.32,495699552.6,,,,,
378,40576.69,146076094.8,,,,,
379,2105.69,7580496.424,,,,,
380,0,0,,,,,
381,0,0,,,,,
382,0,0,,,,,
383,0,0,,,,,
384,0,0,,,,,
385,0,0,,,,,
386,0,0,,,,,
387,0,0,,,,,
388,0,0,,,,,
389,0,0,,,,,
390,0,0,,,,,
391,0,0,,,,,
392,0,0,,,,,
393,29780.77,107210765.4,,,,,
394,143874.73,517949039.3,,,,,
395,251777.72,906399794.3,,,,,
396,326793.61,1176457007,,,,,
397,364472.45,1312100830,,,,,
398,368175.75,1325432696,,,,,
399,337524.83,1215089378,,,,,
400,263586.89,948912798.6,,,,,
401,153367.63,552123475.6,,,,,
402,43022.24,154880050,,,,,
403,2192.68,7893657.681,,,,,
404,0,0,,,,,
405,0,0,,,,,
406,0,0,,,,,
407,0,0,,,,,
408,0,0,,,,,
409,0,0,,,,,
410,0,0,,,,,
411,0,0,,,,,
412,0,0,,,,,
413,0,0,,,,,
414,0,0,,,,,
415,0,0,,,,,
416,0,0,,,,,
417,29565.39,106435403.2,,,,,
418,139865.2,503514724,,,,,
419,238591.03,858927721.7,,,,,
420,304547.73,1096371815,,,,,
421,337069.13,1213448885,,,,,
422,336539.41,1211541882,,,,,
423,306858.88,1104691962,,,,,
424,242007.74,871227854.5,,,,,
425,143668.74,517207448,,,,,
426,41386.55,148991565.6,,,,,
427,2208.45,7950427.587,,,,,
428,0,0,,,,,
429,0,0,,,,,
430,0,0,,,,,
431,0,0,,,,,
432,0,0,,,,,
433,0,0,,,,,
434,0,0,,,,,
435,0,0,,,,,
436,0,0,,,,,
437,0,0,,,,,
438,0,0,,,,,
439,0,0,,,,,
440,0,0,,,,,
441,29102.48,104768927.5,,,,,
442,138750.39,499501388.4,,,,,
443,241835.2,870606704.9,,,,,
444,308438.8,1110379686,,,,,
445,341162.31,1228184305,,,,,
446,351647.5,1265930999,,,,,
447,316010.94,1137639400,,,,,
448,224057.14,806605709.1,,,,,
449,111619.37,401829734.6,,,,,
450,28921.84,104118636.4,,,,,
451,1805.72,6500598.82,,,,,
452,0,0,,,,,
453,0,0,,,,,
454,0,0,,,,,
455,0,0,,,,,
456,0,0,,,,,
457,0,0,,,,,
458,0,0,,,,,
459,0,0,,,,,
460,0,0,,,,,
461,0,0,,,,,
462,0,0,,,,,
463,0,0,,,,,
464,0,0,,,,,
465,31365.5,112915805.7,,,,,
466,145745.57,524684035.8,,,,,
467,235454.15,847634931.8,,,,,
468,298270.3,1073773079,,,,,
469,338415.38,1218295379,,,,,
470,338624.25,1219047295,,,,,
471,287725.03,1035810106,,,,,
472,196133.52,706080688.8,,,,,
473,98739.63,355462650.2,,,,,
474,28519.53,102670297.9,,,,,
475,1810.26,6516929.864,,,,,
476,0,0,,,,,
477,0,0,,,,,
478,0,0,,,,,
479,0,0,,,,,
480,0,0,,,,,
481,0,0,,,,,
482,0,0,,,,,
483,0,0,,,,,
484,0,0,,,,,
485,0,0,,,,,
486,0,0,,,,,
487,0,0,,,,,
488,0,0,,,,,
489,54229.65,195226747.7,,,,,
490,160329.03,577184523.5,,,,,
491,164958.74,593851481.3,,,,,
492,155354.56,559276426.3,,,,,
493,107466.38,386878955.9,,,,,
494,81993.62,295177032.3,,,,,
495,57716.75,207780298.4,,,,,
496,27988.83,100759778.6,,,,,
497,13652.42,49148720.57,,,,,
498,4283.83,15421786.24,,,,,
499,305.91,1101271.172,,,,,
500,0,0,,,,,
501,0,0,,,,,
502,0,0,,,,,
503,0,0,,,,,
504,0,0,,,,,
505,0,0,,,,,
506,0,0,,,,,
507,0,0,,,,,
508,0,0,,,,,
509,0,0,,,,,
510,0,0,,,,,
511,0,0,,,,,
512,0,0,,,,,
513,63372.91,228142467.7,,,,,
514,182261.56,656141626.4,,,,,
515,201366.54,724919550.6,,,,,
516,250992.18,903571845.4,,,,,
517,301061.21,1083820347,,,,,
518,312910.93,1126479351,,,,,
519,283130.61,1019270194,,,,,
520,210080.19,756288666.5,,,,,
521,121680.22,438048805.1,,,,,
522,37443.83,134797785.6,,,,,
523,2179.44,7845997.071,,,,,
524,0,0,,,,,
525,0,0,,,,,
526,0,0,,,,,
527,0,0,,,,,
528,0,0,,,,,
529,0,0,,,,,
530,0,0,,,,,
531,0,0,,,,,
532,0,0,,,,,
533,0,0,,,,,
534,0,0,,,,,
535,0,0,,,,,
536,0,0,,,,,
537,33117.82,119224137.2,,,,,
538,144111.78,518802415.7,,,,,
539,234673.06,844823020.5,,,,,
540,288049.9,1036979649,,,,,
541,296823.22,1068563575,,,,,
542,260481.77,937734384.9,,,,,
543,222585.67,801308399.3,,,,,
544,205681.56,740453599.9,,,,,
545,136061.62,489821836.6,,,,,
546,40211.8,144762467.5,,,,,
547,2306.87,8304747.886,,,,,
548,0,0,,,,,
549,0,0,,,,,
550,0,0,,,,,
551,0,0,,,,,
552,0,0,,,,,
553,0,0,,,,,
554,0,0,,,,,
555,0,0,,,,,
556,0,0,,,,,
557,0,0,,,,,
558,0,0,,,,,
559,0,0,,,,,
560,0,0,,,,,
561,57335.36,206407281.5,,,,,
562,174476.27,628114587.3,,,,,
563,201755.95,726321409.7,,,,,
564,224233.58,807240885.2,,,,,
565,242015.65,871256347.6,,,,,
566,243423.79,876325654.8,,,,,
567,204560.07,736416267.5,,,,,
568,136450.49,491221751.7,,,,,
569,60670.38,218413378,,,,,
570,14090.8,50726894.57,,,,,
571,862.81,3106130.686,,,,,
572,0,0,,,,,
573,0,0,,,,,
574,0,0,,,,,
575,0,0,,,,,
576,0,0,,,,,
577,0,0,,,,,
578,0,0,,,,,
579,0,0,,,,,
580,0,0,,,,,
581,0,0,,,,,
582,0,0,,,,,
583,0,0,,,,,
584,0,0,,,,,
585,53909.83,194075387,,,,,
586,168092.15,605131735.1,,,,,
587,221315.07,796734253,,,,,
588,305063.93,1098230145,,,,,
589,353136.67,1271292009,,,,,
590,352303.77,1268293572,,,,,
591,322381.31,1160572733,,,,,
592,259584.62,934504637.9,,,,,
593,153260.53,551737916.7,,,,,
594,44442.09,159991535.8,,,,,
595,2531.93,9114935.204,,,,,
596,0,0,,,,,
597,0,0,,,,,
598,0,0,,,,,
599,0,0,,,,,
600,0,0,,,,,
601,0,0,,,,,
602,0,0,,,,,
603,0,0,,,,,
604,0,0,,,,,
605,0,0,,,,,
606,0,0,,,,,
607,0,0,,,,,
608,0,0,,,,,
609,27928.52,100542656.7,,,,,
610,137528.9,495104040.1,,,,,
611,238769.17,859569022.7,,,,,
612,302880.09,1090368321,,,,,
613,322913.9,1162490038,,,,,
614,298819.79,1075751251,,,,,
615,218557.32,786806348.7,,,,,
616,117947.73,424611841.9,,,,,
617,47473.58,170904901.6,,,,,
618,11264.19,40551093.07,,,,,
619,720.07,2592253.382,,,,,
620,0,0,,,,,
621,0,0,,,,,
622,0,0,,,,,
623,0,0,,,,,
624,0,0,,,,,
625,0,0,,,,,
626,0,0,,,,,
627,0,0,,,,,
628,0,0,,,,,
629,0,0,,,,,
630,0,0,,,,,
631,0,0,,,,,
632,0,0,,,,,
633,41154.3,148155479.4,,,,,
634,132447.78,476811993.9,,,,,
635,177087.7,637515713.3,,,,,
636,193089.58,695122501.3,,,,,
637,185944.02,669398469.4,,,,,
638,178653.01,643150841.5,,,,,
639,161241.81,580470531.8,,,,,
640,100682.25,362456095.5,,,,,
641,51117.63,184023469.6,,,,,
642,15551.87,55986749.49,,,,,
643,977.92,3520514.843,,,,,
644,0,0,,,,,
645,0,0,,,,,
646,0,0,,,,,
647,0,0,,,,,
648,0,0,,,,,
649,0,0,,,,,
650,0,0,,,,,
651,0,0,,,,,
652,0,0,,,,,
653,0,0,,,,,
654,0,0,,,,,
655,0,0,,,,,
656,0,0,,,,,
657,52098.16,187553385.6,,,,,
658,111931.8,402954479.4,,,,,
659,130725.16,470610577.8,,,,,
660,141668,510004812.5,,,,,
661,130715.54,470575956.3,,,,,
662,84496,304185617.8,,,,,
663,46348.69,166855292.3,,,,,
664,25792.32,92852334.19,,,,,
665,11358.02,40888858.75,,,,,
666,3054.5,10996187.44,,,,,
667,232.73,837818.491,,,,,
668,0,0,,,,,
669,0,0,,,,,
670,0,0,,,,,
671,0,0,,,,,
672,0,0,,,,,
673,0,0,,,,,
674,0,0,,,,,
675,0,0,,,,,
676,0,0,,,,,
677,0,0,,,,,
678,0,0,,,,,
679,0,0,,,,,
680,0,0,,,,,
681,31966.62,115079823.8,,,,,
682,107538.88,387139961.6,,,,,
683,160032.29,576116241.9,,,,,
684,162703.76,585733524.1,,,,,
685,155742.39,560672593.9,,,,,
686,161755.35,582319253.5,,,,,
687,160473.81,577705704.4,,,,,
688,125421.56,451517599.8,,,,,
689,69225.72,249212586.9,,,,,
690,22062.99,79426774.99,,,,,
691,1373.6,4944963.819,,,,,
692,0,0,,,,,
693,0,0,,,,,
694,0,0,,,,,
695,0,0,,,,,
696,0,0,,,,,
697,0,0,,,,,
698,0,0,,,,,
699,0,0,,,,,
700,0,0,,,,,
701,0,0,,,,,
702,0,0,,,,,
703,0,0,,,,,
704,0,0,,,,,
705,49419.56,177910401.8,,,,,
706,150188.16,540677359.6,,,,,
707,230187.7,828675733.5,,,,,
708,301038.63,1083739067,,,,,
709,349870.51,1259533827,,,,,
710,354660.51,1276777840,,,,,
711,310495.63,1117784279,,,,,
712,244422.98,879922744.9,,,,,
713,139433.35,501960072.1,,,,,
714,39205.33,141139194.2,,,,,
715,2390.62,8606224.865,,,,,
716,0,0,,,,,
717,0,0,,,,,
718,0,0,,,,,
719,0,0,,,,,
720,0,0,,,,,
721,0,0,,,,,
722,0,0,,,,,
723,0,0,,,,,
724,0,0,,,,,
725,0,0,,,,,
726,0,0,,,,,
727,0,0,,,,,
728,0,0,,,,,
729,33475.88,120513181.2,,,,,
730,155664.42,560391909.4,,,,,
731,254963.65,917869144,,,,,
732,323009.31,1162833513,,,,,
733,356169.02,1282208473,,,,,
734,365618.84,1316227831,,,,,
735,337653.41,1215552281,,,,,
736,260723.13,938603264.5,,,,,
737,153428.23,552341631.5,,,,,
738,47216.53,169979519.3,,,,,
739,3012.67,10845609.01,,,,,
740,0,0,,,,,
741,0,0,,,,,
742,0,0,,,,,
743,0,0,,,,,
744,0,0,,,,,
745,0,0,,,,,
746,0,0,,,,,
747,0,0,,,,,
748,0,0,,,,,
749,0,0,,,,,
750,0,0,,,,,
751,0,0,,,,,
752,0,0,,,,,
753,32902.12,118447621.5,,,,,
754,159342.18,573631831.4,,,,,
755,263300.34,947881214.7,,,,,
756,332750.24,1197900876,,,,,
757,363818.83,1309747776,,,,,
758,374823.51,1349364646,,,,,
759,349110.74,1256798657,,,,,
760,281910.73,1014878614,,,,,
761,175449.85,631619443.4,,,,,
762,54265.6,195356144.7,,,,,
763,3311.47,11921305.24,,,,,
764,0,0,,,,,
765,0,0,,,,,
766,0,0,,,,,
767,0,0,,,,,
768,0,0,,,,,
769,0,0,,,,,
770,0,0,,,,,
771,0,0,,,,,
772,0,0,,,,,
773,0,0,,,,,
774,0,0,,,,,
775,0,0,,,,,
776,0,0,,,,,
777,19362.83,69706170.83,,,,,
778,48096.58,173147704.3,,,,,
779,47454.35,170835672.6,,,,,
780,36417.04,131101353.5,,,,,
781,34536.77,124332389.2,,,,,
782,41632.42,149876702.7,,,,,
783,61170.43,220213542.4,,,,,
784,66530.51,239509848.8,,,,,
785,51519.39,185469804.6,,,,,
786,19795.23,71262816.03,,,,,
787,1319.94,4751801.856,,,,,
788,0,0,,,,,
789,0,0,,,,,
790,0,0,,,,,
791,0,0,,,,,
792,0,0,,,,,
793,0,0,,,,,
794,0,0,,,,,
795,0,0,,,,,
796,0,0,,,,,
797,0,0,,,,,
798,0,0,,,,,
799,0,0,,,,,
800,0,0,,,,,
801,44521.39,160277009.5,,,,,
802,111632.99,401878758.8,,,,,
803,187157.7,673767724.2,,,,,
804,253000.66,910802363.8,,,,,
805,265254.26,954915320.6,,,,,
806,276346.23,994846416.7,,,,,
807,269972.2,971899930.8,,,,,
808,227269.09,818168733.4,,,,,
809,153660.61,553178198.9,,,,,
810,50937.43,183374753.4,,,,,
811,3181.8,11454469.8,,,,,
812,0,0,,,,,
813,0,0,,,,,
814,0,0,,,,,
815,0,0,,,,,
816,0,0,,,,,
817,0,0,,,,,
818,0,0,,,,,
819,0,0,,,,,
820,0,0,,,,,
821,0,0,,,,,
822,0,0,,,,,
823,0,0,,,,,
824,0,0,,,,,
825,35835.58,129008072.3,,,,,
826,129468.97,466088295.8,,,,,
827,199026.51,716495421.6,,,,,
828,259601.33,934564804.5,,,,,
829,304592.65,1096533543,,,,,
830,313773.87,1129585941,,,,,
831,284135.11,1022886406,,,,,
832,234048.84,842575832.9,,,,,
833,155053.71,558193342.6,,,,,
834,52392.72,188613794.4,,,,,
835,3312.55,11925171.47,,,,,
836,0,0,,,,,
837,0,0,,,,,
838,0,0,,,,,
839,0,0,,,,,
840,0,0,,,,,
841,0,0,,,,,
842,0,0,,,,,
843,0,0,,,,,
844,0,0,,,,,
845,0,0,,,,,
846,0,0,,,,,
847,0,0,,,,,
848,0,0,,,,,
849,42422.27,152720165.7,,,,,
850,169674.81,610829300.8,,,,,
851,281213.35,1012368054,,,,,
852,360698.37,1298514138,,,,,
853,404266.32,1455358767,,,,,
854,413655.75,1489160686,,,,,
855,382268.73,1376167441,,,,,
856,309479.12,1114124849,,,,,
857,191542.82,689554148.6,,,,,
858,60267.81,216964104,,,,,
859,3722.54,13401137.43,,,,,
860,0,0,,,,,
861,0,0,,,,,
862,0,0,,,,,
863,0,0,,,,,
864,0,0,,,,,
865,0,0,,,,,
866,0,0,,,,,
867,0,0,,,,,
868,0,0,,,,,
869,0,0,,,,,
870,0,0,,,,,
871,0,0,,,,,
872,0,0,,,,,
873,46398.62,167035026.9,,,,,
874,162079.07,583484640.5,,,,,
875,269486.91,970152886.2,,,,,
876,339965.96,1223877463,,,,,
877,378150.93,1361343356,,,,,
878,382110.93,1375599363,,,,,
879,356125.85,1282053044,,,,,
880,293874.84,1057949421,,,,,
881,182791.85,658050651.4,,,,,
882,57348.03,206452894.3,,,,,
883,3548.2,12773514.95,,,,,
884,0,0,,,,,
885,0,0,,,,,
886,0,0,,,,,
887,0,0,,,,,
888,0,0,,,,,
889,0,0,,,,,
890,0,0,,,,,
891,0,0,,,,,
892,0,0,,,,,
893,0,0,,,,,
894,0,0,,,,,
895,0,0,,,,,
896,0,0,,,,,
897,40625.76,146252739.6,,,,,
898,116083.14,417899307.1,,,,,
899,134867.2,485521925.9,,,,,
900,118065.13,425034475.6,,,,,
901,90118.74,324427477.4,,,,,
902,81509.61,293434586.5,,,,,
903,94218.05,339184980.6,,,,,
904,113049.79,406979228.1,,,,,
905,92322.06,332359406.4,,,,,
906,29763.99,107150353.8,,,,,
907,1858.29,6689858.068,,,,,
908,0,0,,,,,
909,0,0,,,,,
910,0,0,,,,,
911,0,0,,,,,
912,0,0,,,,,
913,0,0,,,,,
914,0,0,,,,,
915,0,0,,,,,
916,0,0,,,,,
917,0,0,,,,,
918,0,0,,,,,
919,0,0,,,,,
920,0,0,,,,,
921,77802.35,280088447.9,,,,,
922,165649.85,596339462,,,,,
923,248686.81,895272518.7,,,,,
924,338956.92,1220244925,,,,,
925,390760.32,1406737169,,,,,
926,401566.04,1445637753,,,,,
927,369704.37,1330935736,,,,,
928,294709.58,1060954493,,,,,
929,189635.61,682688202.9,,,,,
930,61802.94,222490599.9,,,,,
931,3835.1,13806359.88,,,,,
932,0,0,,,,,
933,0,0,,,,,
934,0,0,,,,,
935,0,0,,,,,
936,0,0,,,,,
937,0,0,,,,,
938,0,0,,,,,
939,0,0,,,,,
940,0,0,,,,,
941,0,0,,,,,
942,0,0,,,,,
943,0,0,,,,,
944,0,0,,,,,
945,71813.36,258528100.1,,,,,
946,158963.32,572267966.3,,,,,
947,220784.95,794825830.3,,,,,
948,287002.54,1033209133,,,,,
949,338147.67,1217331626,,,,,
950,351139.37,1264101723,,,,,
951,336461.74,1211262247,,,,,
952,281478.93,1013324140,,,,,
953,177094.56,637540432.6,,,,,
954,55726.97,200617074.4,,,,,
955,3557.84,12808206.66,,,,,
956,0,0,,,,,
957,0,0,,,,,
958,0,0,,,,,
959,0,0,,,,,
960,0,0,,,,,
961,0,0,,,,,
962,0,0,,,,,
963,0,0,,,,,
964,0,0,,,,,
965,0,0,,,,,
966,0,0,,,,,
967,0,0,,,,,
968,0,0,,,,,
969,42675.67,153632413.3,,,,,
970,167875.14,604350512.1,,,,,
971,268507.06,966625420.5,,,,,
972,339561.11,1222420014,,,,,
973,373383.23,1344179646,,,,,
974,373378.92,1344164095,,,,,
975,348325.25,1253970890,,,,,
976,293662.12,1057183637,,,,,
977,189013.52,680448667,,,,,
978,62160.45,223777627.9,,,,,
979,3908.14,14069295.69,,,,,
980,0,0,,,,,
981,0,0,,,,,
982,0,0,,,,,
983,0,0,,,,,
984,0,0,,,,,
985,0,0,,,,,
986,0,0,,,,,
987,0,0,,,,,
988,0,0,,,,,
989,0,0,,,,,
990,0,0,,,,,
991,0,0,,,,,
992,0,0,,,,,
993,42978.22,154721604.3,,,,,
994,165185.32,594667162.7,,,,,
995,264533.68,952321259,,,,,
996,347766.38,1251958974,,,,,
