Hour,Hydrogen_Produced_kg,Hydrogen_Stored_kg,Hydrogen_Used_kg,Electrolysis_Heat_Gain_kWh,FuelCell_Heat_Gain_kWh,Electrolysis Heat Consummed_kW,Energy_Consumption_kWh,Generated_PV_Power_kW,P_net_kW,Electrolysis Energy Consummed_kW,Fuel Cell Generated Energy_kWh,Useful_Energy_After_Storage_kWh,Water_Waste_filtered_kg,Tap_Water_Used_kg,Water_Needed_kg,Water_Produced_in_FuelCell_kg
944,0.0,0.0,0.0,0.0,0.0,0.0,83.50003861244869,71.8133611388889,-11.686677473559797,0.0,0.0,71.8133611388889,142.8136590909807,0.0,0.0,0.0
945,1.3470730343609807,1.3470730343609807,0.0,22.448972117625743,0.0,0.9384608806048165,84.13341691346973,158.9633239722222,74.82990705875248,74.82990705875248,0.0,84.133415043598,124.961951704608,12.123657309248827,12.123657309248827,0.0
946,2.4398103343061743,3.786883368667155,0.0,40.659439221212395,0.0,1.699734532899968,85.25348879040311,220.7849528611111,135.53146407070798,135.53146407070798,0.0,85.25348703407607,113.06081344702626,21.958293008755568,21.958293008755568,0.0
947,3.6091185983225684,7.396001966989724,0.0,60.1459614410456,0.0,2.514352623498056,86.51599880762578,287.00253694444444,200.48653813681867,200.48653813681867,0.0,86.51600094209381,90.74617921406045,32.48206738490312,32.48206738490312,0.0
948,4.518429705517551,11.914431672507275,0.0,75.29963104244999,0.0,3.1478393615105604,87.14890374738891,338.1476738888889,250.9987701415,250.9987701415,0.0,87.14890086076151,78.84504095647884,40.66586734965796,40.66586734965796,0.0
949,4.747146015838582,16.661577688345858,0.0,79.11118835394997,0.0,3.3071783910342116,87.43540632016675,351.1393675,263.70396117983324,263.70396117983324,0.0,87.43540819765461,69.91918726329251,42.724314142547236,42.724314142547236,0.0
950,4.501449950451029,21.163027638796887,0.0,75.0166634242664,0.0,3.13601013214755,86.40619053022311,336.4617352777778,250.05554474755468,250.05554474755468,0.0,86.40619403973905,60.99333357010616,40.513049554059265,40.513049554059265,0.0
951,3.5003914915186374,24.663419130315525,0.0,58.33402420615809,0.0,2.4386060724246508,87.03218042391745,281.47892777777776,194.4467473538603,194.4467473538603,0.0,87.03218195903729,69.91918726329251,31.503523423667737,31.503523423667737,0.0
952,1.5343791491615228,26.19779827947705,0.0,25.570428520776776,0.0,1.0689508072491942,91.85980287518852,177.0945646111111,85.23476173592259,85.23476173592259,0.0,91.85980065588289,81.82032552087425,13.809412342453706,13.809412342453706,0.0
953,0.0,24.487227853862066,1.7105704256149816,0.0,8.209916969147617,0.0,96.7765499568492,55.72696511111111,-41.04958484573808,0.0,41.04958484573808,96.7765499568492,108.59788660043309,0.0,0.0,15.395133830534835
954,0.0,21.36191532260894,3.1253125312531256,0.0,15.0,0.0,98.3438593809174,3.5578351833333333,-94.78602419758406,0.0,75.0,78.55783518333334,127.93723626900338,0.0,0.0,28.12781278127813
955,0.0,18.236602791355814,3.1253125312531256,0.0,15.0,0.0,95.70405044759859,0.0,-95.70405044759859,0.0,75.0,75.0,121.98666714021263,0.0,0.0,28.12781278127813
956,0.0,15.111290260102688,3.1253125312531256,0.0,15.0,0.0,96.27163954579652,0.0,-96.27163954579652,0.0,75.0,75.0,111.57317116482857,0.0,0.0,28.12781278127813
957,0.0,11.985977728849562,3.1253125312531256,0.0,15.0,0.0,91.83719856417962,0.0,-91.83719856417962,0.0,75.0,75.0,90.74617921406045,0.0,0.0,28.12781278127813
958,0.0,8.860665197596436,3.1253125312531256,0.0,15.0,0.0,84.65251577933712,0.0,-84.65251577933712,0.0,75.0,75.0,78.84504095647884,0.0,0.0,28.12781278127813
959,0.0,5.73535266634331,3.1253125312531256,0.0,15.0,0.0,78.35763238400017,0.0,-78.35763238400017,0.0,75.0,75.0,43.14162618373354,0.0,0.0,28.12781278127813
960,0.0,2.7550019471976714,2.9803507191456386,0.0,14.304252883553875,0.0,71.52126441776937,0.0,-71.52126441776937,0.0,71.52126441776937,71.52126441776937,11.901138257581461,0.0,0.0,26.82315647231075
961,0.0,0.0,2.7550019471976714,0.0,13.222686945614166,0.0,71.11243918053972,0.0,-71.11243918053972,0.0,66.11343472807083,66.11343472807083,5.95056912879072,0.0,0.0,24.79501752477904
962,0.0,0.0,0.0,0.0,0.0,0.0,69.93263356333155,0.0,-69.93263356333155,0.0,0.0,0.0,1.4876422821976603,0.0,0.0,0.0
963,0.0,0.0,0.0,0.0,0.0,0.0,69.42810643117902,0.0,-69.42810643117902,0.0,0.0,0.0,1.4876422821976603,0.0,0.0,0.0
964,0.0,0.0,0.0,0.0,0.0,0.0,70.23936559118876,0.0,-70.23936559118876,0.0,0.0,0.0,5.95056912879072,0.0,0.0,0.0
965,0.0,0.0,0.0,0.0,0.0,0.0,72.26978041751356,0.0,-72.26978041751356,0.0,0.0,0.0,40.16634161933818,0.0,0.0,0.0
966,0.0,0.0,0.0,0.0,0.0,0.0,75.61109933483658,0.0,-75.61109933483658,0.0,0.0,0.0,139.83837452658523,0.0,0.0,0.0
967,0.0,0.0,0.0,0.0,0.0,0.0,79.84871698208853,0.0,-79.84871698208853,0.0,0.0,0.0,148.7642282197715,0.0,0.0,0.0
968,0.0,0.0,0.0,0.0,0.0,0.0,81.58949208917106,42.675670361111116,-38.91382172805994,0.0,0.0,42.675670361111116,142.81365909098065,0.0,0.0,0.0
969,1.5193395366942364,1.5193395366942364,0.0,25.319793379009447,0.0,1.0584732105636512,83.47583098663519,167.87514225,84.39931126336482,84.39931126336482,0.0,83.47582985544656,124.961951704608,13.674055830248127,13.674055830248127,0.0
970,3.29482900432701,4.814168541021246,0.0,54.90832535710962,0.0,2.29539753968115,85.47931005963459,268.50706125,183.0277511903654,183.0277511903654,0.0,85.47930920757253,113.06081344702626,29.65346103894309,29.65346103894309,0.0
971,4.547225878545656,9.361394419566903,0.0,75.77951926596334,0.0,3.1679006953868063,86.96271744678882,339.561115,252.59839755321116,252.59839755321116,0.0,86.96271372730521,90.74617921406045,40.9250329069109,40.9250329069109,0.0
972,5.144107425659797,14.5055018452267,0.0,85.72655024862051,0.0,3.5837281732096584,87.62806750459826,373.383235,285.75516749540174,285.75516749540174,0.0,87.62806367803154,78.84504095647884,46.296966830938175,46.296966830938175,0.0
973,5.178019192433653,19.683521037660352,0.0,86.29168984190682,0.0,3.6073533707287777,85.73994913808835,373.37891527777776,287.6389661396894,287.6389661396894,0.0,85.73995277593467,69.91918726329251,46.602172731902876,46.602172731902876,0.0
974,4.756919278769948,24.4404403164303,0.0,79.27405978070118,0.0,3.313987097543064,84.07838128655162,348.32524722222223,264.2468659356706,264.2468659356706,0.0,84.0783833938323,60.99333357010616,42.812273508929536,42.812273508929536,0.0
975,3.7713199422113375,28.21176025864164,0.0,62.849046836951935,0.0,2.6273528930738976,84.16529859904907,293.66212138888886,209.4968227898398,209.4968227898398,0.0,84.16529760822397,69.91918726329251,33.941879479902035,33.941879479902035,0.0
976,1.811753946995855,30.023514205637493,0.0,30.19287952668592,0.0,1.2621885830737787,88.37058685549138,189.01351861111112,100.64293175561974,100.64293175561974,0.0,88.37058759502499,81.82032552087425,16.305785522962694,16.305785522962694,0.0
977,0.0,28.695527368703367,1.3279868369341272,0.0,6.373699383602083,0.0,94.02894911245485,62.160452194444446,-31.868496918010408,0.0,31.86849691801041,94.02894911245485,108.59788660043309,0.0,0.0,11.951881532407144
978,0.0,25.57021483745024,3.1253125312531256,0.0,15.0,0.0,94.4806140285013,3.9081376916666666,-90.57247633683463,0.0,75.0,78.90813769166667,127.93723626900338,0.0,0.0,28.12781278127813
979,0.0,22.444902306197115,3.1253125312531256,0.0,15.0,0.0,96.21409823977886,0.0,-96.21409823977886,0.0,75.0,75.0,121.98666714021263,0.0,0.0,28.12781278127813
980,0.0,19.31958977494399,3.1253125312531256,0.0,15.0,0.0,92.64611450926132,0.0,-92.64611450926132,0.0,75.0,75.0,111.57317116482857,0.0,0.0,28.12781278127813
981,0.0,16.194277243690863,3.1253125312531256,0.0,15.0,0.0,89.45470984713744,0.0,-89.45470984713744,0.0,75.0,75.0,90.74617921406045,0.0,0.0,28.12781278127813
982,0.0,13.068964712437737,3.1253125312531256,0.0,15.0,0.0,83.07300232449936,0.0,-83.07300232449936,0.0,75.0,75.0,78.84504095647884,0.0,0.0,28.12781278127813
983,0.0,9.94365218118461,3.1253125312531256,0.0,15.0,0.0,78.1200337370004,0.0,-78.1200337370004,0.0,75.0,75.0,43.14162618373354,0.0,0.0,28.12781278127813
984,0.0,6.846903080052552,3.096749101132058,0.0,14.862909245865334,0.0,74.31454622932667,0.0,-74.31454622932667,0.0,74.31454622932667,74.31454622932667,11.901138257581461,0.0,0.0,27.87074191018852
985,0.0,3.7998157633748324,3.04708731667772,0.0,14.624556518141052,0.0,73.12278259070524,0.0,-73.12278259070524,0.0,73.12278259070526,73.12278259070526,5.95056912879072,0.0,0.0,27.423785850099478
986,0.0,0.9112771621356082,2.8885386012392242,0.0,13.863598787419683,0.0,69.31799393709841,0.0,-69.31799393709841,0.0,69.31799393709841,69.31799393709841,1.4876422821976603,0.0,0.0,25.99684741115302
987,0.0,0.0,0.9112771621356082,0.0,4.3736929652130945,0.0,68.74721952274052,0.0,-68.74721952274052,0.0,21.86846482606547,21.86846482606547,1.4876422821976603,0.0,0.0,8.201494459220473
988,0.0,0.0,0.0,0.0,0.0,0.0,69.9171560654995,0.0,-69.9171560654995,0.0,0.0,0.0,5.95056912879072,0.0,0.0,0.0
989,0.0,0.0,0.0,0.0,0.0,0.0,73.25258625528562,0.0,-73.25258625528562,0.0,0.0,0.0,40.16634161933818,0.0,0.0,0.0
990,0.0,0.0,0.0,0.0,0.0,0.0,76.77355818601067,0.0,-76.77355818601067,0.0,0.0,0.0,139.83837452658523,0.0,0.0,0.0
991,0.0,0.0,0.0,0.0,0.0,0.0,79.6430366140252,0.0,-79.6430366140252,0.0,0.0,0.0,148.7642282197715,0.0,0.0,0.0
992,0.0,0.0,0.0,0.0,0.0,0.0,80.92744195404659,42.97822341666667,-37.94921853737991,0.0,0.0,42.97822341666667,142.8136590909807,0.0,0.0,0.0
993,1.4769558678377017,1.4769558678377017,0.0,24.613469537515297,0.0,1.0289459212602654,83.1404245138379,165.18532297222222,82.04489845838432,82.04489845838432,0.0,83.1404230375828,124.961951704608,13.292602810539316,13.292602810539316,0.0
994,3.254346787201889,4.731302655039591,0.0,54.233689208719476,0.0,2.267194928417316,83.75471902649066,264.53368305555557,180.77896402906492,180.77896402906492,0.0,83.7547169383627,113.06081344702626,29.289121084817,29.289121084817,0.0
995,4.766423484471431,9.497726139511022,0.0,79.43244736871638,0.0,3.3206083608484294,82.99155710427873,347.7663816666667,264.77482456238795,264.77482456238795,0.0,82.99155583534821,90.74617921406045,42.897811360242876,42.897811360242876,0.0
996,5.4005400540054005,14.898266193516422,0.0,90.0,0.0,3.7623762376237626,81.96905901538415,391.978085,310.00902598461585,300.0,0.0,81.96906296980193,78.84504095647884,48.60486048604861,48.60486048604861,0.0
997,5.4005400540054005,20.298806247521824,0.0,90.0,0.0,3.7623762376237626,79.75011011984883,400.41368694444446,320.6635768245956,300.0,0.0,79.75011256683153,69.91918726329251,48.60486048604861,48.60486048604861,0.0
998,5.327137955330485,25.62594420285231,0.0,88.77675402558253,0.0,3.711239442213571,78.34566630361378,374.2681797222222,295.92251341860845,295.92251341860845,0.0,78.34566652324423,60.99333357010616,47.94424159797437,47.94424159797437,0.0
999,4.138478741129744,29.764422943982055,0.0,68.96774822092719,0.0,2.883140189653722,78.98810231913156,308.8805963888889,229.89249406975733,229.89249406975733,0.0,78.98810500679575,69.91918726329251,37.2463086701677,37.2463086701677,0.0
1000,2.0399622297747735,31.804385173756827,0.0,33.9959705591966,0.0,1.4211736867430922,83.98948902490024,197.3093908888889,113.31990186398868,113.31990186398868,0.0,83.98948851438828,81.82032552087425,18.35966006797296,18.35966006797296,0.0
1001,0.0,30.643202430515984,1.161182743240845,0.0,5.573119799839301,0.0,91.43209636030761,63.56649736111111,-27.8655989991965,0.0,27.865598999196504,91.43209636030761,108.59788660043309,0.0,0.0,10.450644689167605
1002,0.0,27.517889899262858,3.1253125312531256,0.0,15.0,0.0,93.37895272233142,3.9384757666666665,-89.44047695566475,0.0,75.0,78.93847576666667,127.93723626900338,0.0,0.0,28.12781278127813
1003,0.0,24.392577368009732,3.1253125312531256,0.0,15.0,0.0,92.74962100876598,0.0,-92.74962100876598,0.0,75.0,75.0,121.98666714021263,0.0,0.0,28.12781278127813
1004,0.0,21.267264836756606,3.1253125312531256,0.0,15.0,0.0,94.29088537075145,0.0,-94.29088537075145,0.0,75.0,75.0,111.57317116482857,0.0,0.0,28.12781278127813
1005,0.0,18.14195230550348,3.1253125312531256,0.0,15.0,0.0,88.74201382000297,0.0,-88.74201382000297,0.0,75.0,75.0,90.74617921406045,0.0,0.0,28.12781278127813
1006,0.0,15.016639774250354,3.1253125312531256,0.0,15.0,0.0,83.32061693398452,0.0,-83.32061693398452,0.0,75.0,75.0,78.84504095647884,0.0,0.0,28.12781278127813
1007,0.0,11.891327242997228,3.1253125312531256,0.0,15.0,0.0,76.78424891236948,0.0,-76.78424891236948,0.0,75.0,75.0,43.14162618373354,0.0,0.0,28.12781278127813
1008,0.0,8.856603639045284,3.0347236039519445,0.0,14.565216631639437,0.0,72.82608315819718,0.0,-72.82608315819718,0.0,72.82608315819718,72.82608315819718,11.901138257581461,0.0,0.0,27.312512435567502
1009,0.0,5.86418887453787,2.9924147645074135,0.0,14.36215451054862,0.0,71.8107725527431,0.0,-71.8107725527431,0.0,71.8107725527431,71.8107725527431,5.95056912879072,0.0,0.0,26.93173288056672
1010,0.0,2.9492548912093777,2.9149339833284924,0.0,13.990283951664765,0.0,69.95141975832382,0.0,-69.95141975832382,0.0,69.95141975832382,69.95141975832382,1.4876422821976603,0.0,0.0,26.23440584995643
1011,0.0,0.048033300623174124,2.9012215905862035,0.0,13.924471048450295,0.0,69.62235524225147,0.0,-69.62235524225147,0.0,69.62235524225147,69.62235524225147,1.4876422821976603,0.0,0.0,26.110994315275832
1012,0.0,0.0,0.048033300623174124,0.0,0.2305367870069367,0.0,69.68252989352553,0.0,-69.68252989352553,0.0,1.1526839350346834,1.1526839350346834,5.95056912879072,0.0,0.0,0.4322997056085671
1013,0.0,0.0,0.0,0.0,0.0,0.0,72.65314305206314,0.0,-72.65314305206314,0.0,0.0,0.0,40.16634161933818,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.0,0.0,0.0,77.05721441648319,0.0,-77.05721441648319,0.0,0.0,0.0,139.83837452658523,0.0,0.0,0.0
1015,0.0,0.0,0.0,0.0,0.0,0.0,79.34726168811963,0.0,-79.34726168811963,0.0,0.0,0.0,148.7642282197715,0.0,0.0,0.0
1016,0.0,0.0,0.0,0.0,0.0,0.0,79.51814661516578,44.304052444444444,-35.21409417072133,0.0,0.0,44.304052444444444,142.81365909098065,0.0,0.0,0.0
1017,1.5100532761423073,1.5100532761423073,0.0,25.16503784691155,0.0,1.0520037823791406,82.42454420473928,166.30800369444444,83.88345948970516,83.88345948970516,0.0,82.4245423413125,124.961951704608,13.590479485280767,13.590479485280767,0.0
1018,3.277540036873385,4.787593313015693,0.0,54.62020471449496,0.0,2.2833528923551247,83.84179947946127,265.9091485277778,182.06734904831654,182.06734904831654,0.0,83.84180048748823,113.06081344702626,29.497860331860466,29.497860331860466,0.0
1019,4.6752494881501345,9.462842801165827,0.0,77.91303272002199,0.0,3.257090476744594,83.51045148881559,343.22056055555555,259.71010906673996,259.71010906673996,0.0,83.51045106843462,90.74617921406045,42.07724539335121,42.07724539335121,0.0
1020,5.4005400540054005,14.863382855171228,0.0,90.0,0.0,3.7623762376237626,82.0113127942017,388.08589222222224,306.07457942802057,300.0,0.0,82.01131104158516,78.84504095647884,48.60486048604861,48.60486048604861,0.0
1021,5.4005400540054005,20.263922909176628,0.0,90.0,0.0,3.7623762376237626,80.35634414222204,395.17959833333333,314.8232541911113,300.0,0.0,80.35634546998651,69.91918726329251,48.60486048604861,48.60486048604861,0.0
1022,5.2158808945145685,25.479803803691198,0.0,86.92265510708528,0.0,3.633730356511816,78.95438047638241,368.6965641666667,289.74218369028426,289.74218369028426,0.0,78.95437720198488,60.99333357010616,46.94292805063112,46.94292805063112,0.0
1023,4.069397819315942,29.54920162300714,0.0,67.81651465890016,0.0,2.835013814123439,79.18026780366615,305.2353166666667,226.05504886300054,226.05504886300054,0.0,79.18027027230846,69.91918726329251,36.62458037384347,36.62458037384347,0.0
1024,1.9284064616999055,31.477608084707043,0.0,32.13689368422892,0.0,1.3434565016509343,84.55292555257024,191.6759045,107.12297894742976,107.12297894742976,0.0,84.55292303763014,81.82032552087425,17.35565815529915,17.35565815529915,0.0
1025,0.0,30.242187676738386,1.2354204079686564,0.0,5.929424956453725,0.0,91.26430811560196,61.61718333333334,-29.647124782268627,0.0,29.647124782268623,91.26430811560196,108.59788660043309,0.0,0.0,11.118783671717907
1026,0.0,27.11687514548526,3.1253125312531256,0.0,15.0,0.0,92.82189702714288,4.28293545,-88.53896157714289,0.0,75.0,79.28293545,127.93723626900338,0.0,0.0,28.12781278127813
1027,0.0,23.991562614232134,3.1253125312531256,0.0,15.0,0.0,91.8477819312829,0.026608931833333332,-91.82117299944956,0.0,75.0,75.02660893183334,121.98666714021263,0.0,0.0,28.12781278127813
1028,0.0,20.866250082979008,3.1253125312531256,0.0,15.0,0.0,93.9326638115075,0.0,-93.9326638115075,0.0,75.0,75.0,111.57317116482857,0.0,0.0,28.12781278127813
1029,0.0,17.74093755172588,3.1253125312531256,0.0,15.0,0.0,88.45134157295139,0.0,-88.45134157295139,0.0,75.0,75.0,90.74617921406045,0.0,0.0,28.12781278127813
1030,0.0,14.615625020472756,3.1253125312531256,0.0,15.0,0.0,82.52095518148518,0.0,-82.52095518148518,0.0,75.0,75.0,78.84504095647884,0.0,0.0,28.12781278127813
1031,0.0,11.49031248921963,3.1253125312531256,0.0,15.0,0.0,77.47289290118763,0.0,-77.47289290118763,0.0,75.0,75.0,43.14162618373354,0.0,0.0,28.12781278127813
1032,0.0,8.412207476244067,3.0781050129755623,0.0,14.77342657187647,0.0,73.86713285938235,0.0,-73.86713285938235,0.0,73.86713285938235,73.86713285938235,11.901138257581461,0.0,0.0,27.70294511678006
1033,0.0,5.362659511637322,3.0495479646067456,0.0,14.636366447089367,0.0,73.18183223544683,0.0,-73.18183223544683,0.0,73.18183223544683,73.18183223544683,5.95056912879072,0.0,0.0,27.44593168146071
1034,0.0,2.357411429770468,3.0052480818668537,0.0,14.4237482738816,0.0,72.118741369408,0.0,-72.118741369408,0.0,72.118741369408,72.118741369408,1.4876422821976603,0.0,0.0,27.047232736801682
1035,0.0,0.0,2.357411429770468,0.0,11.314443305411956,0.0,71.41417753559986,0.0,-71.41417753559986,0.0,56.57221652705978,56.57221652705978,1.4876422821976603,0.0,0.0,21.216702867934213
1036,0.0,0.0,0.0,0.0,0.0,0.0,71.65088401858615,0.0,-71.65088401858615,0.0,0.0,0.0,5.95056912879072,0.0,0.0,0.0
1037,0.0,0.0,0.0,0.0,0.0,0.0,74.32555863322823,0.0,-74.32555863322823,0.0,0.0,0.0,40.16634161933818,0.0,0.0,0.0
1038,0.0,0.0,0.0,0.0,0.0,0.0,78.9353337660084,0.0,-78.9353337660084,0.0,0.0,0.0,139.83837452658523,0.0,0.0,0.0
1039,0.0,0.0,0.0,0.0,0.0,0.0,82.4937369390524,0.0,-82.4937369390524,0.0,0.0,0.0,148.7642282197715,0.0,0.0,0.0
1040,0.10654979544939776,0.10654979544939776,0.0,1.7756523411642136,0.0,0.07422969082974709,82.24576625167485,88.1646073888889,5.918841137214045,5.918841137214045,0.0,82.24576642696913,142.8136590909807,0.9589481590445799,0.9589481590445799,0.0
1041,1.4952115650385116,1.6017613604879093,0.0,24.917700731366796,0.0,1.0416640569768296,83.13043700655513,166.18943944444445,83.05900243788932,83.05900243788932,0.0,83.1304372842135,124.961951704608,13.456904085346604,13.456904085346604,0.0
1042,2.8825986287391148,4.484359989227024,0.0,48.03850614793735,0.0,2.0082103780215834,85.24259017354214,245.37094399999998,160.12835382645784,160.12835382645784,0.0,85.24258756315392,113.06081344702623,25.943387658652032,25.943387658652032,0.0
1043,4.277940909593525,8.762300898820548,0.0,71.2918852583761,0.0,2.980298833683489,86.07302497207968,323.7126425,237.63961752792034,237.63961752792034,0.0,86.07302313681292,90.74617921406045,38.501468186341725,38.501468186341725,0.0
1044,5.013737374786261,13.776038273606808,0.0,83.55393335081303,0.0,3.4929037044344278,85.03380021951213,363.5469113888889,278.51311116937677,278.51311116937677,0.0,85.033799155485,78.84504095647884,45.123636373076344,45.123636373076344,0.0
1045,5.123815022453834,18.89985329606064,0.0,85.38837734919314,0.0,3.5695911323095038,83.28466466935625,367.9125891666667,284.62792449731046,284.62792449731046,0.0,83.28466531404723,69.91918726329251,46.114335202084504,46.114335202084504,0.0
1046,4.663538214088658,23.563391510149298,0.0,77.71786433778747,0.0,3.248931622481765,81.96764776293062,341.0271955555556,259.0595477926249,259.0595477926249,0.0,81.96765113912986,60.99333357010616,41.97184392679792,41.97184392679792,0.0
1047,3.3177209563308416,26.88111246648014,0.0,55.289819737253474,0.0,2.3113455995771526,82.60784332026618,266.9072424444444,184.29939912417825,184.29939912417825,0.0,82.60784163237774,69.91918726329251,29.859488606977575,29.859488606977575,0.0
1048,1.2520290695226854,28.133141536002825,0.0,20.865064443595553,0.0,0.8722469184341375,87.22458579912593,156.77480061111112,69.55021481198519,69.55021481198519,0.0,87.22458552801788,81.82032552087425,11.268261625704168,11.268261625704168,0.0
1049,0.0,26.406650990114535,1.7264905458882882,0.0,8.286325904801757,0.0,90.60934135734212,49.17771183333333,-41.431629524008784,0.0,41.431629524008784,90.60934135734212,108.59788660043309,0.0,0.0,15.538414912994593
1050,0.0,23.28133845886141,3.1253125312531256,0.0,15.0,0.0,91.02589383209319,3.5122729444444443,-87.51362088764874,0.0,75.0,78.51227294444445,127.93723626900338,0.0,0.0,28.12781278127813
1051,0.0,20.156025927608283,3.1253125312531256,0.0,15.0,0.0,90.37439084242024,0.026602415747222222,-90.34778842667302,0.0,75.0,75.02660241574722,121.98666714021263,0.0,0.0,28.12781278127813
1052,0.0,17.030713396355157,3.1253125312531256,0.0,15.0,0.0,89.0932757473601,0.0,-89.0932757473601,0.0,75.0,75.0,111.57317116482857,0.0,0.0,28.12781278127813
1053,0.0,13.905400865102031,3.1253125312531256,0.0,15.0,0.0,85.61876993246283,0.0,-85.61876993246283,0.0,75.0,75.0,90.74617921406045,0.0,0.0,28.12781278127813
1054,0.0,10.780088333848905,3.1253125312531256,0.0,15.0,0.0,79.62848773351944,0.0,-79.62848773351944,0.0,75.0,75.0,78.84504095647884,0.0,0.0,28.12781278127813
1055,0.0,7.654775802595779,3.1253125312531256,0.0,15.0,0.0,75.4103739903854,0.0,-75.4103739903854,0.0,75.0,75.0,43.14162618373354,0.0,0.0,28.12781278127813
1056,0.0,4.6107699490461185,3.0440058535496606,0.0,14.609766974228666,0.0,73.04883487114333,0.0,-73.04883487114333,0.0,73.04883487114333,73.04883487114333,11.901138257581461,0.0,0.0,27.396052681946944
1057,0.0,1.5839777644094806,3.026792184636638,0.0,14.527149626007237,0.0,72.63574813003618,0.0,-72.63574813003618,0.0,72.63574813003618,72.63574813003618,5.95056912879072,0.0,0.0,27.24112966172974
1058,0.0,0.0,1.5839777644094806,0.0,7.6023329598385905,0.0,72.41632994738885,0.0,-72.41632994738885,0.0,38.01166479919295,38.01166479919295,1.4876422821976603,0.0,0.0,14.255799879685325
1059,0.0,0.0,0.0,0.0,0.0,0.0,72.2108976309553,0.0,-72.2108976309553,0.0,0.0,0.0,1.4876422821976603,0.0,0.0,0.0
1060,0.0,0.0,0.0,0.0,0.0,0.0,73.93972535632618,0.0,-73.93972535632618,0.0,0.0,0.0,5.95056912879072,0.0,0.0,0.0
1061,0.0,0.0,0.0,0.0,0.0,0.0,77.32561366490577,0.0,-77.32561366490577,0.0,0.0,0.0,40.16634161933818,0.0,0.0,0.0
1062,0.0,0.0,0.0,0.0,0.0,0.0,80.62347141676224,0.0,-80.62347141676224,0.0,0.0,0.0,139.83837452658523,0.0,0.0,0.0
1063,0.0,0.0,0.0,0.0,0.0,0.0,84.50459421205225,0.0,-84.50459421205225,0.0,0.0,0.0,148.7642282197715,0.0,0.0,0.0
1064,0.0,0.0,0.0,0.0,0.0,0.0,84.76277072217037,65.13095905555555,-19.631811666614823,0.0,0.0,65.13095905555555,142.81365909098065,0.0,0.0,0.0
1065,0.3771318988834674,0.3771318988834674,0.0,6.284903094892983,0.0,0.2627352228888156,85.14062871146783,106.09030569444444,20.949676982976612,20.949676982976612,0.0,85.14062956168684,124.961951704608,3.3941870899512065,3.3941870899512065,0.0
1066,1.4160209517072213,1.7931528505906886,0.0,23.597989160200843,0.0,0.9864945963560307,85.0993246882194,163.75928855555554,78.65996386733615,78.65996386733615,0.0,85.09932538204232,113.06081344702626,12.744188565364992,12.744188565364992,0.0
1067,2.800717622273622,4.59387047286431,0.0,46.67395917518991,0.0,1.9511666101839567,86.2420382215892,241.8219021388889,155.5798639172997,155.5798639172997,0.0,86.24203684550193,90.74617921406045,25.2064586004626,25.2064586004626,0.0
1068,4.007535123434621,8.601405596298932,0.0,66.78557283203794,0.0,2.7919161359927855,85.47430861542905,308.0928847222222,222.61857610679317,222.61857610679317,0.0,85.47430520329438,78.84504095647884,36.067816110911586,36.067816110911586,0.0
1069,4.424839470545902,13.026245066844833,0.0,73.73994977664745,0.0,3.082638164480312,84.88347241117518,330.683305,245.79983258882484,245.79983258882484,0.0,84.88346869463075,69.91918726329251,39.82355523491312,39.82355523491312,0.0
1070,4.071385385087687,17.09763045193252,0.0,67.84963744248631,0.0,2.836398484944422,84.28883630282336,310.45429444444443,226.16545814162106,226.16545814162106,0.0,84.28883306505261,60.99333357010616,36.642468465789186,36.642468465789186,0.0
1071,2.878190868535938,19.97582132046846,0.0,47.965050824151405,0.0,2.00513963841337,86.31767658616198,246.20117933333333,159.88350274717135,159.88350274717135,0.0,86.31767701909655,69.91918726329251,25.90371781682344,25.90371781682344,0.0
1072,1.0099553011125246,20.985776621580982,0.0,16.830905093040222,0.0,0.703602193108392,90.82738791208814,146.9304048888889,56.103016976800745,56.103016976800745,0.0,90.82738604534431,81.82032552087425,9.089597710012722,9.089597710012722,0.0
1073,0.0,18.977146009890348,2.0086306116906325,0.0,9.640462793421426,0.0,95.92727757821824,47.724963611111114,-48.20231396710712,0.0,48.20231396710712,95.92727757821824,108.59788660043309,0.0,0.0,18.077675505215694
1074,0.0,15.851833478637221,3.1253125312531256,0.0,15.0,0.0,95.90889579968486,3.480529372222222,-92.42836642746263,0.0,75.0,78.48052937222222,127.93723626900338,0.0,0.0,28.12781278127813
1075,0.0,12.726520947384095,3.1253125312531256,0.0,15.0,0.0,94.79711464379413,0.027012783927777777,-94.77010185986636,0.0,75.0,75.02701278392777,121.98666714021263,0.0,0.0,28.12781278127813
1076,0.0,9.60120841613097,3.1253125312531256,0.0,15.0,0.0,93.50615526213704,0.0,-93.50615526213704,0.0,75.0,75.0,111.57317116482857,0.0,0.0,28.12781278127813
1077,0.0,6.475895884877843,3.1253125312531256,0.0,15.0,0.0,89.88143152590025,0.0,-89.88143152590025,0.0,75.0,75.0,90.74617921406045,0.0,0.0,28.12781278127813
1078,0.0,3.350583353624718,3.1253125312531256,0.0,15.0,0.0,83.34790743248125,0.0,-83.34790743248125,0.0,75.0,75.0,78.84504095647884,0.0,0.0,28.12781278127813
1079,0.0,0.22527082237159224,3.1253125312531256,0.0,15.0,0.0,77.93411807773417,0.0,-77.93411807773417,0.0,75.0,75.0,43.14162618373354,0.0,0.0,28.12781278127813
